date,region,commodity,commodity_group,category,oni,enso_phase,price_php
2020-06-01,Region IV-B,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,128.6966666666667
2020-06-01,Region IV-B,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,185.0
2020-06-01,Region IV-B,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,135.21333333333334
2020-06-01,Region IV-B,Garlic,Vegetables,vegetables and fruits,-0.2,Neutral,130.0
2020-06-01,Region IV-B,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,143.84666666666666
2020-06-01,Region IV-B,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,316.075
2020-06-01,Region IV-B,"Meat (beef, chops with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,253.0
2020-06-01,Region IV-B,"Meat (chicken, whole)",Meat,"meat, fish and eggs",-0.2,Neutral,179.08
2020-06-01,Region IV-B,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,217.0233333333333
2020-06-01,Region IV-B,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,185.85
2020-06-01,Region IV-B,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,47.17
2020-06-01,Region IV-B,Rice (special),Rice,cereals and tubers,-0.2,Neutral,54.32
2020-06-01,Region IV-B,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,42.46
2020-06-01,Region IV-B,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,500.0
2020-06-01,Region IV-B,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,33.27
2020-06-01,Region IV-B,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,41.04
2020-06-01,Region IV-B,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,41.7375
2020-06-01,Region IX,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,96.67
2020-06-01,Region IX,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,64.425
2020-06-01,Region IX,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,37.18666666666667
2020-06-01,Region IX,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,27.383333333333336
2020-06-01,Region IX,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,73.72
2020-06-01,Region IX,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,61.46
2020-06-01,Region IX,Bitter melon,Vegetables,vegetables and fruits,-0.2,Neutral,72.11666666666666
2020-06-01,Region IX,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,24.92
2020-06-01,Region IX,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,68.385
2020-06-01,Region IX,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,55.59666666666666
2020-06-01,Region IX,Carrots,Vegetables,vegetables and fruits,-0.2,Neutral,76.93
2020-06-01,Region IX,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,35.343333333333334
2020-06-01,Region IX,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,21.75
2020-06-01,Region IX,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,234.2733333333333
2020-06-01,Region IX,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,58.5
2020-06-01,Region IX,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,132.56
2020-06-01,Region IX,"Fish (mackerel, fresh)",Fish,"meat, fish and eggs",-0.2,Neutral,139.81
2020-06-01,Region IX,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,132.95999999999998
2020-06-01,Region IX,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,95.96
2020-06-01,Region IX,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,148.26
2020-06-01,Region IX,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,213.905
2020-06-01,Region IX,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,117.97
2020-06-01,Region IX,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,159.82
2020-06-01,Region IX,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,297.25
2020-06-01,Region IX,"Meat (beef, chops with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,194.16666666666663
2020-06-01,Region IX,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,219.5
2020-06-01,Region IX,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,193.33333333333331
2020-06-01,Region IX,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,40.425
2020-06-01,Region IX,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,37.586666666666666
2020-06-01,Region IX,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,436.92
2020-06-01,Region IX,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,34.669999999999995
2020-06-01,Region IX,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,48.835
2020-06-01,Region V,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,73.14
2020-06-01,Region V,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,85.73666666666666
2020-06-01,Region V,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,61.654
2020-06-01,Region V,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,32.4
2020-06-01,Region V,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,80.78999999999999
2020-06-01,Region V,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,55.335
2020-06-01,Region V,Bitter melon,Vegetables,vegetables and fruits,-0.2,Neutral,74.19500000000001
2020-06-01,Region V,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,27.5
2020-06-01,Region V,Cabbage,Vegetables,vegetables and fruits,-0.2,Neutral,88.94
2020-06-01,Region V,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,70.908
2020-06-01,Region V,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,105.335
2020-06-01,Region V,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,44.46666666666667
2020-06-01,Region V,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,17.563333333333333
2020-06-01,Region V,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,197.04
2020-06-01,Region V,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,62.0
2020-06-01,Region V,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,151.1175
2020-06-01,Region V,"Fish (mackerel, fresh)",Fish,"meat, fish and eggs",-0.2,Neutral,158.965
2020-06-01,Region V,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,153.565
2020-06-01,Region V,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,131.51333333333332
2020-06-01,Region V,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,142.25
2020-06-01,Region V,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,186.21
2020-06-01,Region V,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,136.98
2020-06-01,Region V,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,158.3525
2020-06-01,Region V,Mangoes (piko),Vegetables,vegetables and fruits,-0.2,Neutral,61.67
2020-06-01,Region V,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,320.405
2020-06-01,Region V,"Meat (beef, chops with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,266.75
2020-06-01,Region V,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,218.0
2020-06-01,Region V,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,184.94333333333336
2020-06-01,Region V,Papaya,Vegetables,vegetables and fruits,-0.2,Neutral,55.0
2020-06-01,Region V,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,45.75666666666666
2020-06-01,Region V,Rice (special),Rice,cereals and tubers,-0.2,Neutral,47.56999999999999
2020-06-01,Region V,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,42.194
2020-06-01,Region V,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,461.34
2020-06-01,Region V,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,35.3125
2020-06-01,Region V,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,20.86
2020-06-01,Region V,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,21.5
2020-06-01,Region VI,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,83.99
2020-06-01,Region VI,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,77.7
2020-06-01,Region VI,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,52.88
2020-06-01,Region VI,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,39.15
2020-06-01,Region VI,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,79.336
2020-06-01,Region VI,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,57.165
2020-06-01,Region VI,Bitter melon,Vegetables,vegetables and fruits,-0.2,Neutral,83.452
2020-06-01,Region VI,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,36.92
2020-06-01,Region VI,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,80.40333333333334
2020-06-01,Region VI,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,53.23666666666666
2020-06-01,Region VI,Carrots,Vegetables,vegetables and fruits,-0.2,Neutral,94.925
2020-06-01,Region VI,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,39.88
2020-06-01,Region VI,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,23.286666666666665
2020-06-01,Region VI,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,253.50333333333333
2020-06-01,Region VI,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,68.592
2020-06-01,Region VI,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,139.4275
2020-06-01,Region VI,"Fish (mackerel, fresh)",Fish,"meat, fish and eggs",-0.2,Neutral,184.8175
2020-06-01,Region VI,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,139.6966666666667
2020-06-01,Region VI,Fish (redbelly yellowtail fusilier),Fish,"meat, fish and eggs",-0.2,Neutral,139.15
2020-06-01,Region VI,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,147.64333333333337
2020-06-01,Region VI,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,142.3025
2020-06-01,Region VI,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,275.0375
2020-06-01,Region VI,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,100.4
2020-06-01,Region VI,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,199.25
2020-06-01,Region VI,Mangoes (piko),Vegetables,vegetables and fruits,-0.2,Neutral,82.015
2020-06-01,Region VI,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,265.1175
2020-06-01,Region VI,"Meat (chicken, whole)",Meat,"meat, fish and eggs",-0.2,Neutral,150.15666666666667
2020-06-01,Region VI,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,223.6
2020-06-01,Region VI,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,185.33333333333331
2020-06-01,Region VI,Papaya,Vegetables,vegetables and fruits,-0.2,Neutral,53.98333333333333
2020-06-01,Region VI,Pineapples,Vegetables,vegetables and fruits,-0.2,Neutral,46.49
2020-06-01,Region VI,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,45.85
2020-06-01,Region VI,"Rice (regular, milled)",Rice,cereals and tubers,-0.2,Neutral,37.9
2020-06-01,Region VI,Rice (special),Rice,cereals and tubers,-0.2,Neutral,48.77
2020-06-01,Region VI,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,43.11666666666667
2020-06-01,Region VI,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,513.07
2020-06-01,Region VI,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,25.575
2020-06-01,Region VI,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,27.22000000000001
2020-06-01,Region VI,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,26.766
2020-06-01,Region VII,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,120.0
2020-06-01,Region VII,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,77.74
2020-06-01,Region VII,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,58.67
2020-06-01,Region VII,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,28.83
2020-06-01,Region VII,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,64.11
2020-06-01,Region VII,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,68.41499999999999
2020-06-01,Region VII,Bitter melon,Vegetables,vegetables and fruits,-0.2,Neutral,89.125
2020-06-01,Region VII,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,38.11
2020-06-01,Region VII,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,79.41666666666667
2020-06-01,Region VII,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,83.1525
2020-06-01,Region VII,Carrots,Vegetables,vegetables and fruits,-0.2,Neutral,85.91333333333334
2020-06-01,Region VII,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,27.512500000000003
2020-06-01,Region VII,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,21.39
2020-06-01,Region VII,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,296.315
2020-06-01,Region VII,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,66.24
2020-06-01,Region VII,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,195.87
2020-06-01,Region VII,"Fish (mackerel, fresh)",Fish,"meat, fish and eggs",-0.2,Neutral,216.0
2020-06-01,Region VII,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,160.78
2020-06-01,Region VII,Fish (redbelly yellowtail fusilier),Fish,"meat, fish and eggs",-0.2,Neutral,300.0
2020-06-01,Region VII,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,164.57666666666668
2020-06-01,Region VII,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,146.95999999999998
2020-06-01,Region VII,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,290.0
2020-06-01,Region VII,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,158.055
2020-06-01,Region VII,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,175.30333333333337
2020-06-01,Region VII,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,304.7125
2020-06-01,Region VII,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,229.11
2020-06-01,Region VII,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,212.22333333333333
2020-06-01,Region VII,Papaya,Vegetables,vegetables and fruits,-0.2,Neutral,35.0
2020-06-01,Region VII,Pineapples,Vegetables,vegetables and fruits,-0.2,Neutral,61.03333333333333
2020-06-01,Region VII,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,50.68666666666667
2020-06-01,Region VII,"Rice (regular, milled)",Rice,cereals and tubers,-0.2,Neutral,41.995
2020-06-01,Region VII,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,45.63
2020-06-01,Region VII,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,758.335
2020-06-01,Region VII,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,33.915
2020-06-01,Region VII,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,43.75
2020-06-01,Region VII,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,40.0
2020-06-01,Region VIII,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,115.555
2020-06-01,Region VIII,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,63.15
2020-06-01,Region VIII,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,47.568
2020-06-01,Region VIII,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,42.36
2020-06-01,Region VIII,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,81.58
2020-06-01,Region VIII,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,30.0
2020-06-01,Region VIII,Bitter melon,Vegetables,vegetables and fruits,-0.2,Neutral,83.63
2020-06-01,Region VIII,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,43.79333333333333
2020-06-01,Region VIII,Cabbage,Vegetables,vegetables and fruits,-0.2,Neutral,80.27
2020-06-01,Region VIII,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,62.655
2020-06-01,Region VIII,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,88.31800000000001
2020-06-01,Region VIII,Carrots,Vegetables,vegetables and fruits,-0.2,Neutral,95.07
2020-06-01,Region VIII,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,34.0325
2020-06-01,Region VIII,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,26.664
2020-06-01,Region VIII,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,220.0
2020-06-01,Region VIII,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,57.28333333333333
2020-06-01,Region VIII,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,158.385
2020-06-01,Region VIII,"Fish (mackerel, fresh)",Fish,"meat, fish and eggs",-0.2,Neutral,209.45
2020-06-01,Region VIII,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,200.0
2020-06-01,Region VIII,Fish (redbelly yellowtail fusilier),Fish,"meat, fish and eggs",-0.2,Neutral,263.33
2020-06-01,Region VIII,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,147.55249999999998
2020-06-01,Region VIII,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,99.23
2020-06-01,Region VIII,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,220.88
2020-06-01,Region VIII,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,156.53333333333333
2020-06-01,Region VIII,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,161.155
2020-06-01,Region VIII,Mandarins,Vegetables,vegetables and fruits,-0.2,Neutral,14.83
2020-06-01,Region VIII,Mangoes (piko),Vegetables,vegetables and fruits,-0.2,Neutral,93.84
2020-06-01,Region VIII,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,377.85
2020-06-01,Region VIII,"Meat (beef, chops with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,249.0
2020-06-01,Region VIII,"Meat (chicken, whole)",Meat,"meat, fish and eggs",-0.2,Neutral,149.125
2020-06-01,Region VIII,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,238.108
2020-06-01,Region VIII,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,214.7933333333333
2020-06-01,Region VIII,Papaya,Vegetables,vegetables and fruits,-0.2,Neutral,53.3175
2020-06-01,Region VIII,Pineapples,Vegetables,vegetables and fruits,-0.2,Neutral,59.202
2020-06-01,Region VIII,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,43.785
2020-06-01,Region VIII,"Rice (regular, milled)",Rice,cereals and tubers,-0.2,Neutral,38.330000000000005
2020-06-01,Region VIII,Rice (special),Rice,cereals and tubers,-0.2,Neutral,77.31
2020-06-01,Region VIII,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,42.47
2020-06-01,Region VIII,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,409.4866666666667
2020-06-01,Region VIII,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,29.385
2020-06-01,Region VIII,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,37.575
2020-06-01,Region VIII,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,40.0
2020-06-01,Region X,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,127.605
2020-06-01,Region X,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,59.6925
2020-06-01,Region X,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,32.307500000000005
2020-06-01,Region X,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,26.936666666666667
2020-06-01,Region X,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,55.36000000000001
2020-06-01,Region X,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,44.15
2020-06-01,Region X,Bitter melon,Vegetables,vegetables and fruits,-0.2,Neutral,66.5575
2020-06-01,Region X,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,36.406666666666666
2020-06-01,Region X,Cabbage,Vegetables,vegetables and fruits,-0.2,Neutral,54.345
2020-06-01,Region X,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,75.22
2020-06-01,Region X,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,39.2175
2020-06-01,Region X,Carrots,Vegetables,vegetables and fruits,-0.2,Neutral,55.455
2020-06-01,Region X,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,26.995
2020-06-01,Region X,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,21.98333333333333
2020-06-01,Region X,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,299.2666666666667
2020-06-01,Region X,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,49.94
2020-06-01,Region X,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,158.674
2020-06-01,Region X,"Fish (mackerel, fresh)",Fish,"meat, fish and eggs",-0.2,Neutral,152.73666666666668
2020-06-01,Region X,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,156.82
2020-06-01,Region X,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,140.08
2020-06-01,Region X,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,200.0
2020-06-01,Region X,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,279.895
2020-06-01,Region X,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,143.41
2020-06-01,Region X,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,168.47333333333333
2020-06-01,Region X,Mandarins,Vegetables,vegetables and fruits,-0.2,Neutral,70.0
2020-06-01,Region X,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,299.76666666666665
2020-06-01,Region X,"Meat (beef, chops with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,190.0
2020-06-01,Region X,"Meat (chicken, whole)",Meat,"meat, fish and eggs",-0.2,Neutral,139.27
2020-06-01,Region X,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,215.89666666666668
2020-06-01,Region X,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,153.54
2020-06-01,Region X,Papaya,Vegetables,vegetables and fruits,-0.2,Neutral,31.44
2020-06-01,Region X,Pineapples,Vegetables,vegetables and fruits,-0.2,Neutral,33.5125
2020-06-01,Region X,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,47.41333333333333
2020-06-01,Region X,Rice (special),Rice,cereals and tubers,-0.2,Neutral,49.545
2020-06-01,Region X,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,44.46
2020-06-01,Region X,Shrimp (tiger),Fish,"meat, fish and eggs",-0.2,Neutral,437.16
2020-06-01,Region X,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,20.23
2020-06-01,Region X,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,36.62
2020-06-01,Region X,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,32.99333333333333
2020-06-01,Region XI,Anchovies,Fish,"meat, fish and eggs",-0.2,Neutral,138.73666666666668
2020-06-01,Region XI,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,51.73
2020-06-01,Region XI,Bananas (latundan),Vegetables,vegetables and fruits,-0.2,Neutral,29.15
2020-06-01,Region XI,Bananas (saba),Vegetables,vegetables and fruits,-0.2,Neutral,24.41
2020-06-01,Region XI,"Beans (green, fresh)",Vegetables,vegetables and fruits,-0.2,Neutral,51.385
2020-06-01,Region XI,Beans (string),Vegetables,vegetables and fruits,-0.2,Neutral,49.760000000000005
2020-06-01,Region XI,Bottle gourd,Vegetables,vegetables and fruits,-0.2,Neutral,21.96
2020-06-01,Region XI,Cabbage,Vegetables,vegetables and fruits,-0.2,Neutral,67.25666666666666
2020-06-01,Region XI,Cabbage (chinese),Vegetables,vegetables and fruits,-0.2,Neutral,76.265
2020-06-01,Region XI,Calamansi,Vegetables,vegetables and fruits,-0.2,Neutral,53.205
2020-06-01,Region XI,Carrots,Vegetables,vegetables and fruits,-0.2,Neutral,58.923333333333325
2020-06-01,Region XI,Choko,Vegetables,vegetables and fruits,-0.2,Neutral,28.13
2020-06-01,Region XI,Coconut,Vegetables,vegetables and fruits,-0.2,Neutral,18.6275
2020-06-01,Region XI,Crab,Fish,"meat, fish and eggs",-0.2,Neutral,330.0
2020-06-01,Region XI,Eggplants,Vegetables,vegetables and fruits,-0.2,Neutral,34.89666666666667
2020-06-01,Region XI,Fish (frigate tuna),Fish,"meat, fish and eggs",-0.2,Neutral,116.59
2020-06-01,Region XI,Fish (milkfish),Fish,"meat, fish and eggs",-0.2,Neutral,154.62
2020-06-01,Region XI,Fish (redbelly yellowtail fusilier),Fish,"meat, fish and eggs",-0.2,Neutral,299.17
2020-06-01,Region XI,Fish (roundscad),Fish,"meat, fish and eggs",-0.2,Neutral,132.615
2020-06-01,Region XI,Fish (slipmouth),Fish,"meat, fish and eggs",-0.2,Neutral,178.095
2020-06-01,Region XI,Fish (threadfin bream),Fish,"meat, fish and eggs",-0.2,Neutral,274.96
2020-06-01,Region XI,Fish (tilapia),Fish,"meat, fish and eggs",-0.2,Neutral,152.33666666666667
2020-06-01,Region XI,Ginger,Vegetables,vegetables and fruits,-0.2,Neutral,156.4775
2020-06-01,Region XI,Mandarins,Vegetables,vegetables and fruits,-0.2,Neutral,9.54
2020-06-01,Region XI,Meat (beef),Meat,"meat, fish and eggs",-0.2,Neutral,298.525
2020-06-01,Region XI,"Meat (beef, chops with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,240.69
2020-06-01,Region XI,Meat (pork),Meat,"meat, fish and eggs",-0.2,Neutral,191.005
2020-06-01,Region XI,"Meat (pork, with bones)",Meat,"meat, fish and eggs",-0.2,Neutral,176.315
2020-06-01,Region XI,Pineapples,Vegetables,vegetables and fruits,-0.2,Neutral,36.365
2020-06-01,Region XI,Rice (premium),Rice,cereals and tubers,-0.2,Neutral,46.75
2020-06-01,Region XI,"Rice (regular, milled)",Rice,cereals and tubers,-0.2,Neutral,41.17
2020-06-01,Region XI,Rice (special),Rice,cereals and tubers,-0.2,Neutral,55.73
2020-06-01,Region XI,Rice (well milled),Rice,cereals and tubers,-0.2,Neutral,42.62
2020-06-01,Region XI,Squashes,Vegetables,vegetables and fruits,-0.2,Neutral,15.806666666666668
2020-06-01,Region XI,Sweet Potato leaves,Vegetables,vegetables and fruits,-0.2,Neutral,49.02
2020-06-01,Region XI,Water spinach,Vegetables,vegetables and fruits,-0.2,Neutral,54.845
2020-06-01,Region XII,Bananas (lakatan),Vegetables,vegetables and fruits,-0.2,Neutral,41.41666666666666
